scode,sname,amccode
119139,Indiabulls Liquid Fund - Direct Plan - Monthly Dividend Option,63
119137,Indiabulls Liquid Fund - Direct Plan - Weekly Dividend Option,63
115994,Indiabulls Liquid Fund - Fortnightly Dividend Option,63
115991,Indiabulls Liquid Fund - Growth Option,63
115995,Indiabulls Liquid Fund - Monthly Dividend Option,63
115993,Indiabulls Liquid Fund - Weekly Dividend Option,63
135690,Indiabulls Monthly Income Plan-Direct Plan-Dividend Option,63
135689,Indiabulls Monthly Income Plan-Direct Plan-Growth Option,63
135691,Indiabulls Monthly Income Plan-Regular Plan-Dividend Option,63
135692,Indiabulls Monthly Income Plan-Regular Plan-Growth Option,63
123706,Indiabulls Short Term Fund - Direct Plan - Fortnightly Dividend Option,63
123704,Indiabulls Short Term Fund - Direct Plan - Growth Option,63
123707,Indiabulls Short Term Fund - Direct Plan - Monthly Dividend Option,63
123705,Indiabulls Short Term Fund - Direct Plan - Weekly Dividend Option,63
123710,Indiabulls Short Term Fund - Regular Plan - Fortnightly Dividend Option,63
123708,Indiabulls Short Term Fund - Regular Plan - Growth Option,63
123711,Indiabulls Short Term Fund - Regular Plan - Monthly Dividend Option,63
123709,Indiabulls Short Term Fund - Regular Plan - Weekly Dividend Option,63
116610,Indiabulls Ultra Short Term Fund - Daily Dividend Option,63
119144,Indiabulls Ultra Short Term Fund - Direct Plan - Daily Dividend Option,63
119146,Indiabulls Ultra Short Term Fund - Direct Plan - Fortnightly Dividend Option,63
119143,Indiabulls Ultra Short Term Fund - Direct Plan - Growth Option,63
119147,Indiabulls Ultra Short Term Fund - Direct Plan - Monthly Dividend Option,63
119145,Indiabulls Ultra Short Term Fund - Direct Plan - Weekly Dividend Option,63
116426,Indiabulls Ultra Short Term Fund - Fortnightly Dividend Option,63
116424,Indiabulls Ultra Short Term Fund - Growth Option,63
116427,Indiabulls Ultra Short Term Fund - Monthly Dividend Option,63
116425,Indiabulls Ultra Short Term Fund - Weekly Dividend Option,63
135342,Indiabulls Value Discovery Fund - Direct Plan - Dividend Option,63
135341,Indiabulls Value Discovery Fund - Direct Plan - Growth Option,63
140819,Indiabulls Value Discovery Fund - Direct Plan - Half Yearly Dividend Option,63
140815,Indiabulls Value Discovery Fund - Direct Plan - Monthly Dividend Option,63
140817,Indiabulls Value Discovery Fund - Direct Plan - Quarterly Dividend Option,63
135344,Indiabulls Value Discovery Fund - Regular Plan - Dividend Option,63
135343,Indiabulls Value Discovery Fund - Regular Plan - Growth Option,63
140820,Indiabulls Value Discovery Fund - Regular Plan - Half Yearly Dividend Option,63
140816,Indiabulls Value Discovery Fund - Regular Plan - Monthly Dividend Option,63
106179,Invesco India Active Income Fund - AnnualDividend,42
120500,Invesco India Active Income Fund - Direct Plan - AnnualDividend,42
120499,Invesco India Active Income Fund - Direct Plan - Discretionary Dividend,42
120497,Invesco India Active Income Fund - Direct Plan - Growth,42
120496,Invesco India Active Income Fund - Direct Plan - MonthlyDividend,42
120501,Invesco India Active Income Fund - Direct Plan - Quarterly Dividend,42
116109,Invesco India Active Income Fund - Discretionary Dividend,42
106177,Invesco India Active Income Fund - Growth,42
106171,Invesco India Active Income Fund - MonthlyDividend,42
106172,Invesco India Active Income Fund - QuarterlyDividend,42
130788,Invesco India Arbitrage Fund - Annual Bonus,42
122785,Invesco India Arbitrage Fund - Bonus Option,42
130787,Invesco India Arbitrage Fund - Direct Plan - Annual Bonus,42
122784,Invesco India Arbitrage Fund - Direct Plan - Bonus Option,42
120400,Invesco India Arbitrage Fund - Direct Plan - Dividend Option,42
120401,Invesco India Arbitrage Fund - Direct Plan - Growth Option,42
105604,Invesco India Arbitrage Fund - Dividend Option,42
105603,Invesco India Arbitrage Fund - Growth Option,42
118234,Invesco India Bank Debt Fund - Daily Dividend Option,42
120443,Invesco India Bank Debt Fund - Direct Plan -  Daily Dividend Option,42
120444,Invesco India Bank Debt Fund - Direct Plan -  Growth Option,42
120445,Invesco India Bank Debt Fund - Direct Plan -  Monthly Dividend Option,42
118232,Invesco India Bank Debt Fund - Growth Option,42
118233,Invesco India Bank Debt Fund - Monthly Dividend Option,42
120384,Invesco India Banking Fund - Direct Plan - Dividend,42
120385,Invesco India Banking Fund - Direct Plan - Growth,42
108377,Invesco India Banking Fund - Retail Dividend,42
108378,Invesco India Banking Fund - Retail Growth,42
120393,Invesco India Business Leaders Fund - Direct Plan - Dividend,42
120392,Invesco India Business Leaders Fund - Direct Plan - Growth,42
112099,Invesco India Business Leaders Fund - Dividend,42
112098,Invesco India Business Leaders Fund - Growth,42
120349,Invesco India Contra Fund - Direct Plan - Dividend,42
120348,Invesco India Contra Fund - Direct Plan - Growth,42
105459,Invesco India Contra Fund - Dividend,42
105460,Invesco India Contra Fund - Growth,42
130722,Invesco India Corporate Bond Opportunites Fund - Direct Plan - Growth,42
130724,Invesco India Corporate Bond Opportunites Fund - Direct Plan - Monthly Dividend,42
130726,Invesco India Corporate Bond Opportunites Fund - Regular Plan - Discretionary Dividend,42
130721,Invesco India Corporate Bond Opportunites Fund - Regular Plan - Growth,42
130723,Invesco India Corporate Bond Opportunites Fund - Regular Plan - Monthly Dividend,42
115515,Invesco India Credit Opportunities Fund - Daily Dividend,42
120506,Invesco India Credit Opportunities Fund - Direct Plan - Daily Dividend,42
120508,Invesco India Credit Opportunities Fund - Direct Plan - Discretionary Dividend,42
120507,Invesco India Credit Opportunities Fund - Direct Plan - Growth,42
120509,Invesco India Credit Opportunities Fund - Direct Plan - Monthly Dividend,42
116653,Invesco India Credit Opportunities Fund - Discretionary Dividend,42
112123,Invesco India Credit Opportunities Fund - Growth,42
112125,Invesco India Credit Opportunities Fund - Monthly Dividend,42
112120,Invesco India Credit Opportunities Fund - Regular - Growth,42
112122,Invesco India Credit Opportunities Fund - Regular - Monthly Dividend,42
116488,Invesco India Credit Opportunities Fund - Regular Plan - Daily Dividend,42
120332,Invesco India Dynamic Equity Fund - Direct Plan - Dividend,42
120333,Invesco India Dynamic Equity Fund - Direct Plan - Growth,42
106316,Invesco India Dynamic Equity Fund - Dividend,42
106317,Invesco India Dynamic Equity Fund - Growth,42
107476,Invesco India GILT Fund - Annual Dividend,42
120520,Invesco India GILT Fund - Direct  Plan - Growth,42
120519,Invesco India GILT Fund - Direct Plan - Annual Dividend,42
120521,Invesco India GILT Fund - Direct Plan - Monthly Dividend,42
120522,Invesco India GILT Fund - Direct Plan - Quarterly Dividend,42
107477,Invesco India GILT Fund - Growth,42
107471,Invesco India GILT Fund - Monthly Dividend,42
107472,Invesco India GILT Fund - Quarterly Dividend,42
129190,Invesco India Global Equity Income Fund - Direct Plan - Dividend,42
129188,Invesco India Global Equity Income Fund - Direct Plan - Growth,42
129189,Invesco India Global Equity Income Fund - Regular Plan - Dividend,42
129187,Invesco India Global Equity Income Fund - Regular Plan - Growth,42
112368,Invesco India Gold Exchange Traded Fund,42
120530,Invesco India Gold Fund - Direct  Plan - Dividend,42
120531,Invesco India Gold Fund - Direct Plan- - Growth,42
116075,Invesco India Gold Fund - Dividend,42
116077,Invesco India Gold Fund - Growth,42
120356,Invesco India Growth Fund - Direct Plan - Dividend,42
120357,Invesco India Growth Fund - Direct Plan - Growth,42
106143,Invesco India Growth Fund - Dividend,42
106144,Invesco India Growth Fund - Growth,42
120404,Invesco India Infrastructure Fund - Direct Pan - Dividend Option,42
120405,Invesco India Infrastructure Fund - Direct Pan - Growth Option,42
106653,Invesco India Infrastructure Fund - Dividend Option,42
106654,Invesco India Infrastructure Fund - Growth Option,42
122786,Invesco India Liquid Fund - Bonus Option,42
104484,Invesco India Liquid Fund - Daily Dividend,42
120534,Invesco India Liquid Fund - Direct Plan-  Daily Dividend,42
120537,Invesco India Liquid Fund - Direct Plan - Growth,42
120536,Invesco India Liquid Fund - Direct Plan - Monthly Dividend,42
120535,Invesco India Liquid Fund - Direct Plan - Weekly Dividend,42
104486,Invesco India Liquid Fund - Growth,42
104492,Invesco India Liquid Fund - Monthly Dividend,42
104488,Invesco India Liquid Fund - Regular - Growth,42
104489,Invesco India Liquid Fund - Regular - Weekly Dividend,42
139389,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,42
139387,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,42
104485,Invesco India Liquid Fund - Weekly Dividend,42
114361,Invesco India Medium Term Bond Fund - Annual Dividend,42
136111,Invesco India Medium Term Bond Fund - Daily Dividend Reinvestment,42
120543,Invesco India Medium Term Bond Fund - Direct Plan - Annual Dividend,42
136112,Invesco India Medium Term Bond Fund - Direct Plan - Daily Dividend Reinvestment,42
120541,Invesco India Medium Term Bond Fund - Direct Plan - Growth,42
120542,Invesco India Medium Term Bond Fund - Direct Plan - Monthly Dividend,42
120544,Invesco India Medium Term Bond Fund - Direct Plan - Quarterly Dividend,42
114359,Invesco India Medium Term Bond Fund - Growth,42
114362,Invesco India Medium Term Bond Fund - Monthly Dividend,42
114360,Invesco India Medium Term Bond Fund - Quarterly Dividend,42
120402,Invesco India Mid Cap Fund - Direct Plan - Dividend Option,42
120403,Invesco India Mid Cap Fund - Direct Plan - Growth Option,42
105504,Invesco India Mid Cap Fund - Dividend Option,42
105503,Invesco India Mid Cap Fund - Growth Option,42
120412,Invesco India MID N SMALL CAP Fund - Direct Plan - Dividend Option,42
120413,Invesco India MID N SMALL CAP Fund - Direct Plan - Growth Option,42
107352,Invesco India MID N SMALL CAP Fund - Dividend Option,42
107353,Invesco India MID N SMALL CAP Fund - Growth Option,42
120554,Invesco India Monthly Income Plan (MIP) Plus - Direct Plan  - Growth,42
120555,Invesco India Monthly Income Plan (MIP) Plus - Direct Plan - Monthly Dividend,42
112887,Invesco India Monthly Income Plan (MIP) Plus - Growth,42
112888,Invesco India Monthly Income Plan (MIP) Plus - Monthly Dividend,42
115284,Invesco India Nifty Exchange Traded Fund,42
126352,Invesco India Pan European Equity Fund - Direct Plan - Dividend Option,42
126353,Invesco India Pan European Equity Fund - Direct Plan - Growth Option,42
126350,Invesco India Pan European Equity Fund - Regular Plan - Dividend Option,42
126351,Invesco India Pan European Equity Fund - Regular Plan - Growth Option,42
120394,Invesco India PSU Equity Fund - Direct Plan - Dividend,42
120395,Invesco India PSU Equity Fund - Direct Plan - Growth,42
112173,Invesco India PSU Equity Fund - Dividend,42
112171,Invesco India PSU Equity Fund - Growth,42
117973,Invesco India Short Term Fund - Daily Dividend,42
120559,Invesco India Short Term Fund - Direct Plan - Daily Dividend,42
120560,Invesco India Short Term Fund - Direct Plan - Growth,42
120561,Invesco India Short Term Fund - Direct Plan - Monthly Dividend,42
120563,Invesco India Short Term Fund - Direct Plan -Discretionary Dividend,42
120562,Invesco India Short Term Fund - Direct Plan -Weekly Dividend,42
105185,Invesco India Short Term Fund - Growth,42
105191,Invesco India Short Term Fund - Monthly Dividend,42
105189,Invesco India Short Term Fund - Plan B - Growth,42
105187,Invesco India Short Term Fund - Plan B - Monthly Dividend,42
105192,Invesco India Short Term Fund - Plan B - Weekly Dividend,42
105190,Invesco India Short Term Fund - Weekly Dividend,42
116110,Invesco India Short Term Fund- Discretionary Dividend,42
105186,Invesco India Short Term Fund- Plan B - Daily Dividend,42
120417,Invesco India Tax Plan - Direct Plan - Dividend,42
120416,Invesco India Tax Plan - Direct Plan - Growth,42
104635,Invesco India Tax Plan - Dividend,42
104636,Invesco India Tax Plan - Growth,42
130794,Invesco India Ultra Short Term Fund - Annual Bonus,42
104727,Invesco India Ultra Short Term Fund - Bonus,42
105025,Invesco India Ultra Short Term Fund - Daily Dividend,42
120569,Invesco India Ultra Short Term Fund - Direct Plan - Bonus,42
120567,Invesco India Ultra Short Term Fund - Direct Plan - Discretionary Dividend option,42
120570,Invesco India Ultra Short Term Fund - Direct Plan - Growth,42
120571,Invesco India Ultra Short Term Fund - Direct Plan - Monthly Dividend,42
120568,Invesco India Ultra Short Term Fund - Direct Plan - Weekly Dividend,42
120566,Invesco India Ultra Short Term Fund - Direct Plan -Daily Dividend,42
115458,Invesco India Ultra Short Term Fund - Discretionary Dividend option,42
104726,Invesco India Ultra Short Term Fund - Growth,42
104729,Invesco India Ultra Short Term Fund - Monthly Dividend,42
104724,Invesco India Ultra Short Term Fund - Regular - Bonus,42
104728,Invesco India Ultra Short Term Fund - Regular - Growth,42
104723,Invesco India Ultra Short Term Fund - Regular - Monthly Dividend,42
104722,Invesco India Ultra Short Term Fund - Regular - Weekly Dividend,42
105024,Invesco India Ultra Short Term Fund - Regular Daily Dividend,42
104725,Invesco India Ultra Short Term Fund - Weekly Dividend,42
133394,JM Arbitrage Advantage Fund - Annual Bonus Option,16
135167,JM Arbitrage Advantage Fund - Annual Dividend Option,16
130603,JM Arbitrage Advantage Fund - Bonus Option - Principal Units,16
133399,JM Arbitrage Advantage Fund - Half Yearly Bonus Option - Principal Units,16
135170,JM Arbitrage Advantage Fund - Half Yearly Dividend Option,16
135168,JM Arbitrage Advantage Fund - Monthly Dividend Option,16
133396,JM Arbitrage Advantage Fund - Quarterly Bonus Option - Principal Units,16
135169,JM Arbitrage Advantage Fund - Quarterly Dividend Option,16
133395,JM Arbitrage Advantage Fund (Direct) - Annual Bonus Option - Principal Units,16
135173,JM Arbitrage Advantage Fund (Direct) - Annual Dividend Option,16
130604,JM Arbitrage Advantage Fund (Direct) - Bonus Option - Principal Units,16
120481,JM Arbitrage Advantage Fund (Direct) - Dividend Option,16
120482,JM Arbitrage Advantage Fund (Direct) - Growth Option,16
133397,JM Arbitrage Advantage Fund (Direct) - Half Yearly Bonus Option - Principal Units,16
135171,JM Arbitrage Advantage Fund (Direct) - Half Yearly Dividend Option,16
135172,JM Arbitrage Advantage Fund (Direct) - Monthly Dividend Option,16
133398,JM Arbitrage Advantage Fund (Direct) - Quarterly Bonus Option - Principal Units,16
135174,JM Arbitrage Advantage Fund (Direct) - Quarterly Dividend Option,16
103781,JM ARBITRAGE ADVANTAGE FUND-Dividend,16
103780,JM ARBITRAGE ADVANTAGE FUND-Growth,16
133407,JM Balanced Fund - Annual Bonus Option,16
131476,JM Balanced Fund - Annual Dividend Option,16
133400,JM Balanced Fund - Bonus Option - Principal Units,16
133403,JM Balanced Fund - Half Yearly Bonus Option - Principal Units,16
133408,JM Balanced Fund - Half Yearly Dividend Option,16
133404,JM Balanced Fund - Monthly Dividend Option,16
133410,JM Balanced Fund - Quarterly Bonus Option - Principal Units,16
133405,JM Balanced Fund - Quarterly Dividend Option,16
130904,JM Balanced Fund (Direct) - Annual Bonus Option,16
131477,JM Balanced Fund (Direct) - Annual Dividend Option,16
133401,JM Balanced Fund (Direct) - Bonus Option - Principal Units,16
120483,JM Balanced Fund (Direct) - Dividend Option,16
120484,JM Balanced Fund (Direct) - Growth Option,16
133409,JM Balanced Fund (Direct) - Half Yearly Bonus Option - Principal Units,16
133402,JM Balanced Fund (Direct) - Half Yearly Dividend Option,16
133412,JM Balanced Fund (Direct) - Monthly Dividend Option,16
133411,JM Balanced Fund (Direct) - Quarterly Bonus Option - Principal Units,16
133406,JM Balanced Fund (Direct) - Quarterly Dividend Option,16
100220,JM Balanced Fund-Dividend,16
100221,JM Balanced Fund-Growth,16
106168,JM Basic Fund - Dividend Option,16
100254,JM Basic Fund - Growth Option,16
120485,JM Basic Fund (Direct) - Dividend Option,16
120486,JM Basic Fund (Direct) - Growth Option,16
107409,JM Core 11 Fund - Dividend option,16
107410,JM Core 11 Fund - Growth option,16
120488,JM Core 11 Fund (Direct)  - Growth Option,16
120487,JM Core 11 Fund (Direct) - Dividend Option,16
134961,JM Equity Fund - Annual Dividend Option,16
134955,JM Equity Fund - Half Yearly Dividend Option,16
134959,JM Equity Fund - Monthly Dividend Option,16
134954,JM Equity Fund - Quarterly Dividend Option,16
134958,JM Equity Fund (Direct) - Annual Dividend Option,16
120489,JM Equity Fund (Direct) - Dividend Option,16
120490,JM Equity Fund (Direct) - Growth Option,16
134957,JM Equity Fund (Direct) - Half Yearly Dividend Option,16
134956,JM Equity Fund (Direct) - Monthly Dividend Option,16
134960,JM Equity Fund (Direct) - Quarterly Dividend Option,16
100218,JM Equity Fund-Dividend,16
100219,JM Equity Fund-Growth,16
120432,JM Floater Long Term Fund - (Direct)  - Daily Dividend Option,16
122315,JM Floater Long Term Fund - (Direct) - Bonus Option-Principal Units,16
120434,JM Floater Long Term Fund - (Direct) - Dividend Option,16
120435,JM Floater Long Term Fund - (Direct) - Growth Option,16
133388,JM Floater Long Term Fund - (Direct) - Half Yearly Bonus Option - Principal Units,16
120433,JM Floater Long Term Fund - (Direct) - Weekly Dividend Option,16
122323,JM Floater Long Term Fund - Bonus Option-Principal Units,16
133389,JM Floater Long Term Fund - Half Yearly Bonus Option - Principal Units,16
133390,JM Floater Long Term Fund - Monthly Dividend Option,16
105638,JM Floater Long Term Fund - Premium Plan - Daily Dividend Option,16
101807,JM Floater Long Term Fund - Premium Plan - Dividend Option,16
101808,JM Floater Long Term Fund - Premium Plan - Growth Option,16
105639,JM Floater Long Term Fund - Regular Plan - Daily Dividend Option,16
101805,JM Floater Long Term Fund - Regular Plan - Dividend Option,16
101806,JM Floater Long Term Fund - Regular Plan - Growth Option,16
105637,JM Floater Long Term Fund - Regular Plan - Weekly Dividend Option,16
133414,JM Floater Long Term Fund (Direct) - Monthly Dividend Option,16
133391,JM Floater Short Term Fund - (Direct) - Half Yearly Bonus Option - Principal Units,16
122322,JM Floater Short Term Fund - Bonus Option - Principal Units,16
101420,JM Floater Short Term Fund - Daily Dividend Option,16
101421,JM Floater Short Term Fund - Growth Option,16
133393,JM Floater Short Term Fund - Half Yearly Bonus Option - Principal Units,16
133392,JM Floater Short Term Fund - Monthly Dividend Option,16
122314,JM Floater Short Term Fund (Direct) - Bonus Option - Principal Units,16
120414,JM Floater Short Term Fund (Direct) - Daily Dividend Option,16
120415,JM Floater Short Term Fund (Direct) - Growth Option,16
133413,JM Floater Short Term Fund (Direct) - Monthly Dividend Option,16
120421,JM G-Sec Fund - (Direct) - Growth Option,16
120420,JM G-Sec Fund - (Direct) - Quarterly Dividend Option,16
134662,JM G-Sec Fund - (Direct) Annual Dividend Option,16
120419,JM G-Sec Fund - (Direct) Bonus Option - Principal Units,16
134661,JM G-Sec Fund - (Direct) Half Yearly Dividend Option,16
134664,JM G-Sec Fund - (Direct) Monthly Dividend Option,16
134659,JM G-Sec Fund - Annual Dividend Option,16
100253,JM G-Sec Fund - Bonus Option - Principal Units,16
100250,JM G-Sec Fund - Growth Option,16
134663,JM G-Sec Fund - Half Yearly Dividend Option,16
134660,JM G-Sec Fund - Monthly Dividend Option,16
100249,JM G-Sec Fund - Quarterly Dividend Option,16
101549,JM HIGH LIQUIDITY - BONUS OPTION,16
101078,JM HIGH LIQUIDITY DAILY DIVIDEND PLAN,16
100233,JM High Liquidity Fund - Weekly Dividend Option,16
120407,JM High Liquidity Fund (Direct)  - Weekly Dividend Option,16
120410,JM High Liquidity Fund (Direct) - Bonus Option - Bonus Option - Principal units,16
120411,JM High Liquidity Fund (Direct) - Daily Dividend Option,16
120406,JM High Liquidity Fund (Direct) - Growth Option,16
120408,JM High Liquidity Fund (Direct) - Quarterly Dividend Option,16
100241,JM High Liquidity Fund-- Institutional Plan - Dividend,16
100237,JM High Liquidity Fund-- Institutional Plan - Growth,16
100244,JM High Liquidity Fund-- Quarterly Dividend,16
139258,JM High Liquidity Fund Unclaimed Dividend (Direct) Growth Plan,16
139260,JM High Liquidity Fund Unclaimed Dividend IEF (Direct) Growth Plan,16
139257,JM High Liquidity Fund Unclaimed Redemption (Direct) Growth Plan,16
139259,JM High Liquidity Fund Unclaimed Redemption IEF (Direct) Growth Plan,16
100234,JM High Liquidity Fund-Growth,16
100238,JM High Liquidity Fund-Institutional Plan - Daily Dividend,16
100245,JM High Liquidity Fund-Super Institutional Plan- Daily Dividend,16
100247,JM High Liquidity Fund-Super Institutional Plan- Growth,16
100246,JM High Liquidity Fund-Super Institutional Plan- Weekly  Dividend,16
101181,JM Income Fund - Bonus Option - Principal Units,16
100223,JM Income Fund - Growth Option,16
100222,JM Income Fund - Quarerly Dividend Option,16
120428,JM Income Fund (Direct) - Bonus Option - Principal Units,16
120430,JM Income Fund (Direct) - Growth Option,16
120431,JM Income Fund (Direct) - Quarterly Dividend Option,16
133416,JM MIP Fund - Bonus Option - Principal Units,16
133415,JM MIP Fund (Direct) - Bonus Option - Principal Units,16
120442,JM MIP Fund (Direct) - Dividend Option - Annual Dividend,16
120441,JM MIP Fund (Direct) - Dividend Option - Quarterly Dividend,16
120446,JM MIP Fund (Direct) - Growth Option,16
120440,JM MIP Fund (Direct)- Dividend Option - Monthly Dividend,16
102026,JM MIP FUND-Annual Dividend,16
102027,JM MIP FUND-Growth,16
102024,JM MIP FUND-Monthly Dividend,16
102025,JM MIP FUND-Quarterly Dividend,16
122317,JM Money Manager Fund - Regular Plan - Bonus Option - Principal Units,16
104272,JM Money Manager Fund - Regular Plan - Dividend option - Daily dividend,16
106101,JM Money Manager Fund - Regular Plan - Dividend option - Fortnightly,16
106104,JM Money Manager Fund - Regular Plan - Dividend option - Weekly Dividend,16
104271,JM Money Manager Fund - Regular Plan - Growth option,16
122316,JM Money Manager Fund - Regular Plan (Direct) - Bonus Option - Principal Units,16
120457,JM Money Manager Fund - Regular Plan (Direct) - Fortnightly Dividend Option,16
120458,JM Money Manager Fund - Regular Plan (Direct) - Growth Option,16
120454,JM Money Manager Fund - Regular Plan (Direct) -Daily Dividend Option,16
120455,JM Money Manager Fund - Regular Plan (Direct) -Weekly Dividend Option,16
122319,JM Money Manager Fund - Super Plan - Bonus Option - Principal Units,16
104270,JM Money Manager Fund - Super Plan - Dividend option - Daily dividend,16
106100,JM Money Manager Fund - Super Plan - Dividend option - Fortnightly,16
106099,JM Money Manager Fund - Super Plan - Dividend option - Weekly dividend,16
104269,JM Money Manager Fund - Super Plan - Growth Plan,16
122318,JM Money Manager Fund - Super Plan (Direct) - Bonus Option - Principal Units,16
120459,JM Money Manager Fund - Super Plan (Direct) - Daily Dividend Option,16
120462,JM Money Manager Fund - Super Plan (Direct) - Fortnightly Dividend Option,16
120463,JM Money Manager Fund - Super Plan (Direct) - Growth Option,16
120460,JM Money Manager Fund - Super Plan (Direct) - Weekly Dividend Option,16
122321,JM Money Manager Fund - Super Plus Plan - Bonus Option - Principal units,16
104268,JM Money Manager Fund - Super Plus Plan - Dividend option - Daily dividend,16
106103,JM Money Manager Fund - Super Plus Plan - Dividend option - Fortnightly,16
106102,JM Money Manager Fund - Super Plus Plan - Dividend option - Weekly dividend,16
104267,JM Money Manager Fund - Super Plus Plan - Growth option,16
122320,JM Money Manager Fund - Super Plus Plan (Direct) - Bonus Option - Principal units,16
120464,JM Money Manager Fund - Super Plus Plan (Direct) - Daily Dividend Option,16
120456,JM Money Manager Fund - Super Plus Plan (Direct) - Fortnightly Dividend Option,16
120461,JM Money Manager Fund - Super Plus Plan (Direct) - Growth Option,16
120453,JM Money Manager Fund - Super Plus Plan (Direct) - Weekly Dividend Option,16
109523,JM Multi Strategy Fund - Dividend option,16
109522,JM Multi Strategy Fund - Growth option,16
120491,JM Multi Strategy Fund (Direct) - Dividend Option,16
120492,JM Multi Strategy Fund (Direct) - Growth Option,16
115103,JM Short Term Fund - Daily Dividend Option,16
101524,JM Short Term Fund - Dividend Option,16
101521,JM Short Term Fund - Growth Option,16
115090,JM Short Term Fund - Regular Plan - Daily Dividend Option,16
101519,JM Short Term Fund - Regular Plan - Dividend Option,16
101520,JM Short Term Fund - Regular Plan - Growth Option,16
120469,JM Short Term Fund (Direct) - Daily Dividend Option,16
120470,JM Short Term Fund (Direct) - Dividend Option,16
120471,JM Short Term Fund (Direct) - Growth Option,16
107287,JM Tax Gain Fund - Dividend option,16
107288,JM Tax Gain Fund - Growth option,16
120493,JM Tax Gain Fund (Direct) - Dividend Option,16
120494,JM Tax Gain Fund (Direct) - Growth Option,16
114457,Kotak 50 - Dividend,17
120153,Kotak 50 - Dividend - Direct,17
114458,Kotak 50 - Growth,17
120152,Kotak 50 - Growth - Direct,17
119776,Kotak Asset Allocator Fund Direct Dividend - Direct,17
119777,Kotak Asset Allocator Fund Direct Growth - Direct,17
102573,Kotak Asset Allocator Fund Dividend,17
102574,Kotak Asset Allocator Fund Growth,17
100286,Kotak Balance,17
133035,Kotak Balance - Direct Growth,17
119767,Kotak Balance - Dividend - Direct,17
133036,Kotak Balance - Growth,17
123688,Kotak Banking and PSU Debt - Annual Dividend,17
123858,Kotak Banking and PSU Debt - Daily Dividend Reinvestment,17
123859,Kotak Banking and PSU Debt - Direct Daily Dividend Reinvestment,17
123690,Kotak Banking and PSU Debt - Growth,17
123691,Kotak Banking and PSU Debt - Monthly Dividend,17
123689,Kotak Banking and PSU Debt Direct - Annual Dividend,17
123693,Kotak Banking and PSU Debt Direct - Growth,17
123692,Kotak Banking and PSU Debt Direct - Monthly Dividend,17
133122,Kotak Banking ETF,17
119734,Kotak Bond - Annual Dividend - Direct,17
119735,Kotak Bond - Growth - Direct,17
119736,Kotak Bond - Quaterly Dividend - Direct,17
100300,Kotak Bond Regular Plan Annual Dividend,17
100301,Kotak Bond Regular Plan Bonus Plan,17
119737,Kotak Bond Regular Plan Bonus Plan - Direct,17
133301,Kotak Bond Regular Plan Direct HF dividend,17
100299,Kotak Bond Regular Plan Growth,17
100298,Kotak Bond Regular Plan Quaterly Dividend,17
101372,Kotak Bond Short Term Plan-(Dividend),17
119738,Kotak Bond Short Term Plan-(Dividend) - Direct,17
101373,Kotak Bond Short Term Plan-(Growth),17
119739,Kotak Bond Short Term Plan-(Growth) - Direct,17
125253,Kotak Bond Short Term Plan-(Half Yearly Dividend),17
125254,Kotak Bond Short Term Plan-(Half Yearly Dividend) - Direct,17
100291,Kotak Bond-Deposit-Dividend,17
100292,Kotak Bond-Deposit-Growth,17
103039,Kotak Classic Equity Scheme---Dividend,17
119768,Kotak Classic Equity Scheme---Dividend - Direct,17
103040,Kotak Classic Equity Scheme---Growth,17
119769,Kotak Classic Equity Scheme---Growth - Direct,17
133770,Kotak Coporate Bond Fund- Retail Plan-Growth Option,17
133791,Kotak Corporate Bond Fund- Direct Plan- Growth Option,17
133792,Kotak Corporate Bond Fund- Direct Plan- Monthly Dividend Option,17
133772,Kotak Corporate Bond Fund- Institutional Plan-Growth Option,17
133782,Kotak Corporate Bond Fund- Regular Plan-Growth Option,17
133787,Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,17
133777,Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,17
133779,Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,17
133771,Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,17
133783,Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,17
133776,Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,17
133786,Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,17
104907,Kotak Emerging Equity Scheme - Dividend,17
119774,Kotak Emerging Equity Scheme - Dividend - Direct,17
104908,Kotak Emerging Equity Scheme - Growth,17
119775,Kotak Emerging Equity Scheme - Growth - Direct,17
133034,Kotak Equity Arbitrage Fund - Bimonthly,17
133033,Kotak Equity Arbitrage Fund - Bimonthly Direct,17
105967,Kotak Equity Arbitrage Fund - Dividend,17
119770,Kotak Equity Arbitrage Fund - Dividend - Direct,17
140414,Kotak Equity Arbitrage Fund - Fortnightly - Regular,17
105968,Kotak Equity Arbitrage Fund - Growth,17
119771,Kotak Equity Arbitrage Fund - Growth - Direct,17
140413,Kotak Equity Arbitrage Fund -Fortnightly - Direct,17
131373,Kotak Equity Savings Fund - Direct - Growth,17
131375,Kotak Equity Savings Fund - Direct - Monthly Dividend,17
131377,Kotak Equity Savings Fund - Direct - Quarterly Dividend,17
